account_id,year_month_won,upgraded_boolean,age_in_months,pre_upgrade_plan,post_upgrade_plan,upgrade_levels,num_agents,mrr_pre_upgrade,mrr_post_upgrade,mrr_delta,num_trig,num_automations,num_tags,num_macros,num_groups,num_orgs,num_fields,enabled_HC,enabled_redaction,enabled_insights,enabled_talk,enabled_widget,enabled_csat,enabled_hours,enabled_slas,enabled_HCcode,enabled_community,num_apps,num_tix_solved_last60d
1214068,201610,0,1,Essential,n/a,0,1,9,9,0,7,1,2,4,1,1,0,0,0,NULL,0,0,0,1,0,NULL,NULL,0,0
1214177,201610,0,1,Essential,n/a,0,1,5,5,0,7,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,1
1214196,201611,0,0,Essential,n/a,0,1,9,9,0,7,1,0,4,1,1,0,0,0,NULL,0,1,0,1,0,NULL,NULL,0,NULL
1214209,201611,0,0,Essential,n/a,0,2,5,5,0,7,1,3,4,1,1,1,1,0,NULL,0,0,0,0,0,0,1,0,0
1214211,201611,0,0,Essential,n/a,0,2,18,18,0,7,1,4,4,1,1,2,0,0,NULL,0,0,0,0,0,NULL,NULL,1,5
1214568,201610,0,1,Team,n/a,0,2,46.53,46.53,0,10,1,46,7,1,8,3,1,0,NULL,0,1,0,0,0,0,1,2,112
1214615,201610,0,1,Essential,n/a,0,1,11.02,11.02,0,5,1,2,4,1,1,0,1,0,NULL,0,0,0,0,0,1,1,0,5
1214699,201611,0,0,Essential,n/a,0,NULL,25,25,0,7,1,0,4,1,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL
1214826,201610,0,1,Team,n/a,0,8,137.42,137.42,0,8,1,8,4,1,3,0,0,0,NULL,0,1,0,0,0,1,1,1,6
1214890,201610,0,1,Essential,n/a,0,2,18,18,0,7,1,2,4,1,1,0,1,0,NULL,0,0,0,1,0,0,1,0,0
1214904,201611,0,0,Team,n/a,0,5,225,225,0,9,1,3,6,3,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,8
1214994,201610,0,1,Team,n/a,0,5,104.44,104.44,0,7,1,48,4,1,2,4,0,0,NULL,0,0,0,0,0,NULL,NULL,0,2
