account_id,year_month_run,year_month_won,year_month_upgraded,upgraded_boolean,age_in_months,pre_upgrade_plan,post_upgrade_plan,upgrade_levels,num_agents,mrr_delta,num_trig,num_automations,num_tags,num_macros,num_groups,num_orgs,num_fields,enabled_HC,enabled_redaction,enabled_insights,enabled_talk,enabled_widget,enabled_csat,enabled_hours,enabled_slas,enabled_HCcode,enabled_community,num_apps,num_tix_solved
931715,201608,201606,201609,1,2,Team,Professional,1,2,11,7,1,2,7,1,1,0,1,0,NULL,0,0,0,0,0,0,1,0,361
931726,201607,201603,201608,1,4,Essential,Team,1,3,-37,8,2,144,2,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,105
931859,201606,201604,201607,1,2,Team,Professional,1,4,136,7,1,2,4,1,1,0,1,0,NULL,0,0,0,0,0,0,1,0,4
931866,201609,201604,201610,1,5,Professional,Enterprise,1,11,0,23,4,3230,3,2,104,21,0,0,1,1,0,0,1,0,NULL,NULL,2,294
931888,201605,201602,201606,1,3,Essential,Team,1,4,64,6,1,146,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,47
931990,201610,201603,201611,1,7,Essential,Professional,2,1,44,6,1,0,4,1,1,0,1,0,NULL,0,0,0,0,0,0,1,0,NULL
932020,201605,201604,201606,1,1,Team,Professional,1,1,-11,5,1,491,4,1,1,0,1,0,NULL,0,1,0,0,0,1,1,2,2352
932050,201606,201603,201607,1,3,Professional,Enterprise,1,2,132,18,4,5668,72,2,11,9,1,0,1,0,1,1,1,0,1,1,8,8224
932099,201610,201604,201611,1,6,Professional,Enterprise,1,3,0,7,2,4,4,1,1,1,1,0,1,0,1,1,0,0,1,1,1,NULL
932142,201608,201603,201609,1,5,Professional,Enterprise,1,3,198,12,1,2,4,4,1,0,0,0,NULL,0,0,0,0,0,1,1,1,3
932333,201608,201604,201609,1,4,Essential,Team,1,1,NULL,6,1,4,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,0,NULL
932590,201610,201604,201611,1,6,Essential,Professional,2,2,100,6,1,4,28,1,1,1,1,0,NULL,0,1,0,0,0,0,1,0,1004
932720,201604,201603,201605,1,1,Essential,Team,1,7,98,6,1,4,4,2,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,618
933016,201608,201602,201609,1,6,Essential,Professional,2,2,88,6,1,1,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,71
933416,201608,201604,201609,1,4,Professional,Enterprise,1,3,105,9,2,7383,24,6,1,4,0,0,1,0,0,1,1,0,0,1,4,2936
933509,201604,201603,201605,1,1,Essential,Enterprise,3,3,73,6,1,45,5,2,3,3,1,0,NULL,0,1,0,0,0,0,1,1,34
933832,201608,201602,201609,1,6,Professional,Enterprise,1,22,-981,12,1,84524,4,16,1,0,1,0,1,1,1,0,1,0,0,1,3,439956
934080,201603,201602,201604,1,1,Team,Professional,1,3,161,7,1,2,4,1,1,0,1,0,NULL,0,0,0,0,0,1,1,1,1
934869,201607,201603,201608,1,4,Essential,Team,1,5,0,8,1,4005,17,1,1,1,1,0,NULL,0,1,0,1,0,0,1,1,4716
935079,201604,201603,201605,1,1,Essential,Team,1,6,84,6,1,113,4,1,1,0,0,0,NULL,0,0,0,1,0,NULL,NULL,0,128
935573,201605,201603,201606,1,2,Team,Professional,1,4,229,2,1,11,19,2,2,0,1,0,NULL,0,0,0,0,0,0,1,1,1119
936250,201609,201602,201610,1,7,Essential,Team,1,1,32,6,1,110,4,1,1,0,1,0,NULL,0,1,0,1,0,1,1,1,28
936605,201609,201603,201610,1,6,Team,Professional,1,2,9,4,1,788,14,1,2,10,1,0,NULL,0,0,0,0,0,1,1,2,1018
936683,201606,201602,201607,1,4,Essential,Team,1,1,16,6,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,5
936979,201609,201603,201610,1,6,Team,Professional,1,8,308,3,2,48,9,2,32,1,1,0,NULL,0,0,0,1,0,0,1,1,286
937057,201605,201603,201606,1,2,Team,Professional,1,3,22,6,2,326,4,5,1,0,0,0,NULL,0,1,0,1,0,NULL,NULL,1,1412
937234,201603,201602,201604,1,1,Professional,Enterprise,1,17,872,0,0,2373,4,2,2031,8,0,0,NULL,0,0,0,0,0,NULL,NULL,1,1044
937873,201604,201603,201605,1,1,Team,Professional,1,4,136,7,1,10,8,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,57
937916,201605,201603,201606,1,2,Team,Professional,1,6,267,7,1,2,29,3,1,0,0,0,NULL,0,1,0,0,0,0,1,1,NULL
937952,201605,201603,201606,1,2,Essential,Professional,2,3,268,6,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,0
938497,201604,201603,201605,1,1,Essential,Team,1,2,32,6,1,5,4,1,2,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,37
939518,201606,201603,201607,1,3,Team,Professional,1,1,34,10,4,2321,9,1,24,14,1,0,NULL,0,1,0,0,0,0,1,7,3136
939655,201604,201603,201605,1,1,Essential,Team,1,18,-12,6,1,52,4,NULL,NULL,NULL,0,0,NULL,0,1,0,0,0,NULL,NULL,1,236
939707,201607,201603,201608,1,4,Essential,Team,1,2,57,6,1,6,4,1,2,0,0,0,NULL,1,1,0,1,0,0,1,0,2
940566,201607,201602,201608,1,5,Team,Professional,1,2,347,2,1,8,4,1,1,0,1,0,NULL,0,0,0,0,0,0,1,1,1022
940650,201610,201603,201611,1,7,Team,Professional,1,5,170,5,1,222,5,2,3,0,0,0,NULL,0,1,0,0,0,NULL,NULL,2,57
940756,201610,201604,201611,1,6,Essential,Team,1,1,16,6,1,727,4,1,1,0,0,0,NULL,0,1,0,0,0,0,1,1,0
941039,201610,201603,201611,1,7,Team,Professional,1,2,9,8,2,1,4,1,1,0,1,0,NULL,0,1,0,0,0,0,1,2,0
941350,201605,201602,201606,1,3,Professional,Enterprise,1,1,66,12,1,3,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,67
941435,201604,201603,201605,1,1,Team,Professional,1,7,238,12,1,965,4,3,2,2,1,0,NULL,0,1,0,0,0,0,1,0,241
941507,201604,201603,201605,1,1,Essential,Team,1,1,14,6,1,2,4,1,1,0,0,0,NULL,1,1,0,0,0,NULL,NULL,0,14
941726,201604,201603,201605,1,1,Essential,Team,1,1,14,6,1,2,4,1,2,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,47
942353,201607,201603,201608,1,4,Essential,Team,1,1,52,6,1,0,4,1,1,0,0,0,NULL,0,1,0,0,0,0,1,1,NULL
942408,201610,201603,201611,1,7,Team,Professional,1,3,204,6,1,32,4,2,24,1,1,0,NULL,0,1,0,1,0,1,1,4,12
943422,201608,201602,201609,1,6,Team,Professional,1,3,120,3,1,1797,8,1,287,12,0,0,NULL,0,1,0,0,0,0,1,2,194
943639,201606,201603,201607,1,3,Essential,Professional,2,1,50,6,1,2,4,1,1,0,1,0,NULL,0,1,0,0,0,0,1,0,NULL
943811,201608,201604,201609,1,4,Team,Professional,1,2,161,12,2,65,5,3,4,0,1,0,NULL,0,0,0,0,0,1,1,0,4
944787,201610,201608,201611,1,2,Team,Professional,1,1,122,1,3,0,4,1,2,1,0,0,NULL,0,0,0,0,0,0,1,0,266
944820,201604,201602,201605,1,2,Essential,Team,1,1,14,8,1,15,4,1,1,2,0,0,NULL,0,1,0,0,0,NULL,NULL,1,11
944933,201608,201603,201609,1,5,Essential,Team,1,6,46,6,1,260,7,1,1,1,1,0,NULL,0,1,0,0,0,0,1,1,554
944940,201606,201603,201607,1,3,Essential,Team,1,1,33,6,1,6,45,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,676
945333,201610,201604,201611,1,6,Essential,Team,1,3,64,6,1,2,4,1,1,0,1,0,NULL,0,0,0,0,0,0,1,0,1
946002,201608,201603,201609,1,5,Team,Professional,1,8,154,8,1,109,4,3,5,3,1,0,NULL,0,1,0,1,0,1,1,4,8
946256,201607,201603,201608,1,4,Essential,Team,1,3,-2,6,1,13,10,1,1,0,1,0,NULL,1,0,0,0,0,0,1,0,84
946292,201605,201603,201606,1,2,Team,Professional,1,1,34,2,1,8,22,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,724
946949,201608,201603,201609,1,5,Team,Professional,1,18,680,9,1,5094,8,3,1,3,0,0,NULL,0,1,0,0,0,NULL,NULL,3,3417
947314,201610,201604,201611,1,6,Essential,Team,1,4,-14,6,1,7,4,1,1,4,1,0,NULL,0,1,0,0,0,0,1,1,76
947347,201607,201605,201608,1,2,Team,Professional,1,6,105,10,1,3,4,5,1,1,1,0,NULL,0,0,0,0,0,0,1,4,0
947395,201610,201603,201611,1,7,Professional,Enterprise,1,13,716,9,1,7582,4,2,3,11,0,0,1,0,1,1,1,0,1,1,2,1212
947415,201608,201605,201609,1,3,Essential,Team,1,2,8,6,1,704,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,596
947978,201605,201604,201606,1,1,Essential,Team,1,1,14,6,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,0,1,0,93
948623,201608,201605,201609,1,3,Essential,Team,1,2,82,6,1,2,4,1,1,1,0,0,NULL,0,0,0,0,0,NULL,NULL,0,1
948678,201605,201603,201606,1,2,Team,Professional,1,2,68,9,3,338,57,1,1,1,0,0,NULL,0,0,0,0,0,NULL,NULL,2,630
948901,201606,201603,201607,1,3,Team,Enterprise,2,1,80,10,2,95,6,1,6,1,1,0,NULL,0,1,0,0,0,0,1,1,19
949580,201607,201603,201608,1,4,Essential,Professional,2,4,29,6,1,257,4,1,14,1,0,0,NULL,0,1,0,0,0,NULL,NULL,1,117
950108,201607,201604,201608,1,3,Essential,Team,1,1,14,6,1,0,4,1,1,0,0,0,NULL,1,1,0,0,0,NULL,NULL,0,0
950128,201606,201604,201607,1,2,Team,Professional,1,4,120,6,3,372,35,2,3,0,1,0,NULL,1,1,0,1,0,0,1,1,376
950185,201608,201604,201608,1,4,Essential,Professional,2,1,231,6,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,0
950472,201609,201608,201610,1,1,Essential,Team,1,1,13,6,1,2,4,1,1,0,1,0,NULL,1,1,0,1,0,0,1,1,10
950521,201606,201604,201607,1,2,Essential,Team,1,1,16,6,1,81,4,1,1,0,0,0,NULL,0,1,0,0,0,0,1,1,31
950694,201606,201603,201607,1,3,Team,Professional,1,7,238,6,1,127,4,2,1,1,0,0,NULL,0,0,0,0,0,NULL,NULL,0,45
950819,201610,201604,201611,1,6,Essential,Team,1,2,28,6,1,0,4,3,2,0,1,0,NULL,0,0,0,0,0,0,1,0,2
950874,201605,201604,201606,1,1,Essential,Team,1,1,14,6,1,7,5,1,1,0,1,0,NULL,0,0,0,0,0,0,1,0,0
951302,201607,201604,201608,1,3,Essential,Team,1,1,16,6,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,17
951360,201605,201604,201606,1,1,Essential,Team,1,1,16,6,1,18,4,1,1,0,0,0,NULL,0,1,0,0,0,0,1,1,2
951507,201610,201604,201611,1,6,Essential,Team,1,3,64,6,1,0,4,1,1,0,1,0,NULL,0,0,0,0,0,0,1,0,NULL
951554,201606,201604,201607,1,2,Essential,Team,1,1,14,6,1,31,4,1,1,2,0,0,NULL,0,1,0,0,0,0,1,1,0
951996,201609,201604,201610,1,5,Team,Professional,1,1,34,6,1,33,4,1,1,0,1,0,NULL,0,0,0,0,0,0,1,0,62
952226,201606,201604,201607,1,2,Essential,Team,1,2,32,6,1,46,4,2,1,0,1,0,NULL,0,1,0,0,0,0,1,1,0
952797,201608,201605,201609,1,3,Team,Enterprise,2,1,100,5,1,217,4,1,1,1,0,0,NULL,0,1,0,0,0,NULL,NULL,2,982
953377,201610,201603,201610,1,7,Team,Professional,1,3,210,7,1,3189,5,3,1,0,0,0,NULL,0,0,0,1,0,NULL,NULL,2,3383
953392,201607,201605,201608,1,2,Team,Professional,1,5,170,7,1,5,5,7,2,1,0,0,NULL,0,0,0,0,0,NULL,NULL,0,125
953558,201610,201603,201611,1,7,Team,Professional,1,13,0,12,2,18579,401,4,4,3,0,0,NULL,0,0,0,1,0,NULL,NULL,0,11943
953719,201606,201604,201607,1,2,Essential,Team,1,1,14,6,1,2,4,1,1,0,0,0,NULL,0,0,0,1,0,0,1,0,44
953845,201606,201603,201607,1,3,Team,Professional,1,7,447,11,1,139,4,5,1,8,0,0,NULL,0,0,0,0,0,NULL,NULL,0,56
954376,201606,201604,201607,1,2,Essential,Team,1,5,89,6,1,4,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,1
954416,201607,201604,201608,1,3,Professional,Enterprise,1,2,112,2,2,873,7,6,1,5,1,0,1,0,0,0,0,0,0,1,4,1020
955461,201606,201604,201607,1,2,Essential,Professional,2,3,132,6,1,400,4,1,1,0,0,0,NULL,0,1,0,1,0,NULL,NULL,1,138
955552,201605,201604,201606,1,1,Team,Professional,1,2,9,3,2,3381,77,1,1,1,1,0,NULL,0,1,0,0,0,1,1,3,8994
955713,201607,201603,201608,1,4,Professional,Enterprise,1,1,50,6,1,422,4,1,1,2,0,0,NULL,0,1,0,0,0,NULL,NULL,0,67
955843,201610,201604,201611,1,6,Essential,Team,1,3,NULL,6,1,12,4,2,2,2,1,0,NULL,0,1,0,0,0,0,1,1,NULL
956619,201605,201603,201606,1,2,Team,Enterprise,2,7,1000,11,1,548,4,4,390,2,0,0,NULL,0,1,0,0,0,NULL,NULL,1,172
956628,201605,201604,201606,1,1,Professional,Enterprise,1,2,132,3,2,3389,22,1,1,3,1,0,1,0,1,1,1,0,0,1,1,1282
956780,201609,201604,201610,1,5,Essential,Team,1,4,56,6,1,70,5,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,6
957897,201605,201604,201606,1,1,Essential,Team,1,1,16,6,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,0,1,0,NULL
958009,201609,201604,201610,1,5,Professional,Enterprise,1,2,11,4,2,119,4,4,1,0,0,0,NULL,1,1,0,1,0,0,1,1,908
958206,201608,201604,201609,1,4,Team,Professional,1,3,NULL,1,3,2485,31,5,3,9,1,0,NULL,0,1,0,0,0,1,1,2,180
958617,201605,201604,201606,1,1,Essential,Team,1,1,33,6,1,11,4,2,1,0,0,0,NULL,0,1,0,0,0,0,1,1,0
958819,201606,201604,201607,1,2,Essential,Team,1,20,320,6,1,35,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,0,63
959418,201606,201604,201607,1,2,Essential,Team,1,1,14,6,1,15,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,0
959546,201608,201604,201609,1,4,Essential,Team,1,1,16,6,1,3,4,2,1,8,0,0,NULL,0,0,0,0,0,NULL,NULL,0,0
959671,201608,201607,201609,1,1,Professional,Enterprise,1,1,66,7,2,2,4,1,1,0,1,0,NULL,0,1,1,0,0,1,1,1,0
959692,201605,201603,201606,1,2,Professional,Enterprise,1,29,-794,17,6,1409,6,9,2,8,1,0,1,1,1,1,0,0,0,1,5,65550
959746,201610,201604,201611,1,6,Essential,Professional,2,2,100,6,1,3,29,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,0,1764
960228,201605,201603,201606,1,2,Essential,Team,1,1,52,6,1,4,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,0,16
960430,201607,201604,201607,1,3,Team,Professional,1,1,38,3,1,9,5,1,1,1,0,0,NULL,1,1,0,1,0,NULL,NULL,3,6
960453,201610,201604,201611,1,6,Professional,Enterprise,1,1,37,7,1,556,8,1,219,5,1,0,NULL,0,1,1,1,0,1,1,0,41
960689,201610,201605,201611,1,5,Team,Professional,1,3,102,7,1,0,12,2,1,0,1,0,NULL,0,1,0,0,0,1,1,1,187
961123,201607,201604,201607,1,3,Team,Professional,1,3,43,17,5,137,14,2,1,2,1,0,NULL,0,1,0,1,1,1,1,4,304
961133,201609,201604,201610,1,5,Essential,Team,1,1,41,6,1,659,4,1,1,0,0,0,NULL,0,1,0,0,0,0,1,1,499
961311,201608,201603,201609,1,5,Team,Professional,1,3,100,9,1,410,5,2,6,2,0,0,NULL,0,1,0,1,0,1,1,1,34
961362,201604,201603,201605,1,1,Essential,Team,1,3,48,8,1,4,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,1,453
961507,201606,201604,201607,1,2,Essential,Professional,2,3,150,6,1,63,4,1,1,3,0,0,NULL,0,0,0,0,0,NULL,NULL,0,17
961762,201604,201603,201605,1,1,Essential,Team,1,2,32,6,1,5,3,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,238
962104,201610,201603,201611,1,7,Professional,Enterprise,1,15,990,8,8,59885,154,8,5,1,0,0,1,1,1,1,0,0,0,1,2,282276
962157,201608,201604,201609,1,4,Essential,Team,1,2,48,6,1,2,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,0,3
962628,201608,201605,201609,1,3,Team,Professional,1,3,48,6,0,535,14,1,2,2,1,0,NULL,0,0,0,0,0,0,1,6,1164
962843,201609,201604,201610,1,5,Team,Professional,1,1,34,3,3,203,4,2,1,0,0,0,NULL,0,1,0,1,0,NULL,NULL,0,164
962849,201606,201603,201607,1,3,Team,Professional,1,3,0,7,1,1671,4,1,1,0,0,0,1,0,1,0,0,0,NULL,NULL,1,32512
962900,201606,201603,201607,1,3,Essential,Team,1,4,56,6,1,21,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,20
962922,201610,201603,201611,1,7,Essential,Team,1,7,98,6,1,65,4,1,1,2,0,0,NULL,1,1,0,0,0,NULL,NULL,0,2798
963114,201605,201603,201606,1,2,Essential,Team,1,1,41,6,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,NULL
964910,201608,201604,201609,1,4,Essential,Team,1,1,11,6,1,2,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,NULL
965995,201607,201604,201608,1,3,Essential,Team,1,3,48,6,1,79,4,2,2,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,56
966220,201608,201603,201609,1,5,Regular,Professional,1,7,175,5,1,9699,4,1,1,6,0,0,NULL,0,0,0,0,0,NULL,NULL,0,505
967314,201604,201603,201605,1,1,Team,Professional,1,5,170,7,1,2,4,NULL,NULL,NULL,0,0,NULL,0,1,0,0,0,NULL,NULL,1,0
967462,201610,201604,201611,1,6,Team,Professional,1,3,102,7,1,4,4,2,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,0,1
967943,201607,201604,201608,1,3,Team,Professional,1,32,-196,4,1,27704,240,4,2,0,0,0,NULL,0,1,0,0,0,0,1,1,40706
968040,201609,201603,201610,1,6,Essential,Team,1,7,110,6,1,490,4,17,1,4,0,0,NULL,0,1,0,0,0,NULL,NULL,0,56
968235,201605,201603,201606,1,2,Professional,Enterprise,1,2,-20,23,4,15380,4,3,1159,3,1,0,1,1,1,1,1,0,1,1,12,178200
968281,201609,201605,201610,1,4,Professional,Enterprise,1,2,3,7,1,494,4,1,1,0,0,0,NULL,1,1,0,1,0,0,1,1,693
968502,201607,201604,201608,1,3,Team,Professional,1,8,36,6,4,571,12,2,1,1,0,0,NULL,0,1,0,0,0,NULL,NULL,1,1235
968503,201610,201604,201611,1,6,Professional,Enterprise,1,3,508,9,2,5,4,1,5,2,1,1,NULL,1,1,1,1,0,1,1,3,NULL
968575,201606,201604,201607,1,2,Essential,Team,1,2,7,6,1,11,0,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,0,16
969314,201605,201603,201606,1,2,Team,Enterprise,2,1,225,6,1,4633,4,1,1,6,1,0,NULL,0,1,0,0,0,1,1,0,899
969939,201606,201605,201607,1,1,Team,Professional,1,5,170,10,2,5,4,1,4,2,0,0,NULL,0,1,0,0,0,0,1,2,NULL
970089,201607,201604,201608,1,3,Professional,Enterprise,1,6,42,6,1,7,4,2,1,0,1,0,NULL,0,1,0,0,0,0,1,3,0
970282,201605,201604,201605,1,1,Team,Professional,1,5,1,2,1,152,6,4,1,0,1,0,NULL,0,0,0,0,0,0,1,0,59
970761,201608,201604,201609,1,4,Essential,Team,1,1,14,6,1,5863,26,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,4892
971472,201607,201604,201608,1,3,Professional,Enterprise,1,1,74,7,3,116,4,1,0,1,1,0,NULL,0,1,0,1,0,0,1,3,2073
971476,201607,201605,201608,1,2,Team,Enterprise,2,4,150,7,2,16,6,1,1,0,0,0,NULL,0,1,0,1,0,0,1,1,71
971564,201608,201604,201608,1,4,Team,Professional,1,2,9,7,2,2922,4,1,1,0,0,0,NULL,0,0,0,1,0,NULL,NULL,0,931
971584,201607,201604,201608,1,3,Team,Enterprise,2,1,100,7,1,2,4,1,3,0,1,0,NULL,0,0,0,0,0,1,1,0,4
971965,201607,201605,201608,1,2,Essential,Team,1,2,28,6,1,1617,4,1,1,0,1,0,NULL,0,1,0,0,0,0,1,1,473
972229,201608,201604,201609,1,4,Essential,Professional,2,7,-4,6,1,1221,21,3,1,0,0,0,NULL,0,0,0,0,0,0,1,0,68
972810,201606,201605,201607,1,1,Essential,Professional,2,5,250,6,1,42,4,2,2,0,0,0,NULL,0,1,0,0,0,0,1,0,38
972861,201610,201604,201611,1,6,Professional,Enterprise,1,1,1535,7,1,0,4,1,1,0,1,0,NULL,0,1,0,0,0,1,1,0,NULL
973561,201604,201603,201605,1,1,Essential,Professional,2,5,24,8,1,154,88,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,130
973692,201609,201605,201610,1,4,Team,Professional,1,5,52,7,1,278,5,5,2,0,1,0,NULL,0,1,0,1,0,0,1,0,78
973757,201610,201604,201611,1,6,Essential,Team,1,4,-22,6,1,1447,44,1,0,0,1,0,NULL,0,1,0,0,0,0,1,1,3525
974651,201608,201604,201609,1,4,Essential,Professional,2,1,191,6,1,207,0,1,1,3,0,0,NULL,0,1,0,0,0,NULL,NULL,1,2
974665,201605,201604,201606,1,1,Essential,Team,1,2,150,7,1,14,13,4,1,2,0,0,NULL,0,1,0,0,0,NULL,NULL,0,5
974792,201610,201604,201611,1,6,Team,Professional,1,25,566,8,0,466,2,11,9,0,0,0,NULL,0,1,0,1,0,0,1,1,545
974836,201605,201604,201606,1,1,Team,Professional,1,1,103,6,1,25,4,2,1,0,1,0,NULL,1,1,0,0,0,1,1,1,3
974942,201610,201603,201611,1,7,Essential,Team,1,2,28,6,1,261,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,318
975087,201608,201605,201609,1,3,Essential,Team,1,1,16,6,1,94,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,0,7
975659,201609,201604,201610,1,5,Team,Professional,1,5,130,7,1,94,5,3,4,0,0,0,NULL,0,1,0,1,0,0,1,1,6
975837,201610,201604,201610,1,6,Essential,Team,1,4,64,6,1,21,4,1,3,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,219
975848,201605,201604,201606,1,1,Essential,Team,1,5,9,14,1,6,4,3,2,0,0,0,NULL,1,0,0,1,0,NULL,NULL,0,160
975981,201606,201604,201607,1,2,Team,Professional,1,3,102,10,2,7,5,2,2,0,1,0,NULL,0,1,0,1,0,1,1,1,6
975988,201610,201604,201611,1,6,Essential,Team,1,1,15,6,1,56,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,143
976956,201607,201605,201608,1,2,Essential,Team,1,3,33,6,1,1293,4,2,1,0,0,0,NULL,0,1,0,1,0,0,1,1,872
977958,201606,201605,201607,1,1,Team,Professional,1,4,136,4,2,304,4,1,27,12,1,0,NULL,1,1,0,1,0,0,1,3,192
978197,201605,201604,201606,1,1,Essential,Team,1,1,41,6,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,NULL
978744,201609,201605,201610,1,4,Essential,Team,1,1,48,6,1,780,4,1,2,2,1,0,NULL,0,0,0,0,0,0,1,0,0
978766,201610,201605,201611,1,5,Essential,Team,1,1,37,6,1,1084,42,2,1,1,1,0,NULL,0,1,0,1,0,0,1,1,966
979074,201606,201604,201607,1,2,Essential,Team,1,3,-9,6,1,215,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,380
979168,201605,201604,201606,1,1,Team,Professional,1,7,385,3,1,39,9,3,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,1016
979271,201609,201605,201610,1,4,Essential,Team,1,4,-11,6,1,0,4,1,1,1,0,0,NULL,0,1,0,1,0,1,1,1,3
979486,201608,201605,201609,1,3,Essential,Team,1,5,80,6,1,2,4,1,2,0,1,0,NULL,0,0,0,0,0,0,1,0,6
979578,201609,201605,201610,1,4,Professional,Enterprise,1,1,0,7,1,223,54,1,2,0,0,0,NULL,0,1,0,0,0,0,1,3,132
979676,201608,201605,201609,1,3,Essential,Professional,2,1,50,6,1,3,4,1,1,0,0,0,NULL,1,0,0,1,0,NULL,NULL,0,31
980055,201607,201605,201608,1,2,Professional,Enterprise,1,3,198,10,1,5,4,4,2,1,0,0,NULL,0,0,0,0,0,0,1,2,NULL
980186,201607,201604,201608,1,3,Essential,Team,1,1,14,8,1,574,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,0,795
982483,201607,201605,201608,1,2,Team,Professional,1,2,9,10,1,7,4,3,2,0,1,0,NULL,0,0,0,0,0,1,1,1,10
982492,201608,201605,201609,1,3,Essential,Team,1,1,23,6,1,0,4,1,1,0,1,0,NULL,0,1,0,1,0,0,1,0,NULL
982897,201608,201605,201609,1,3,Essential,Team,1,1,16,6,1,0,22,1,1,0,1,0,NULL,0,0,0,0,0,0,1,0,299
982917,201608,201604,201609,1,4,Essential,Team,1,4,0,6,1,2452,5,1,1,2,0,0,NULL,0,1,0,0,0,0,1,1,1416
983133,201608,201605,201608,1,3,Essential,Team,1,7,112,6,1,25,4,1,3,1,1,0,NULL,0,1,0,0,0,0,1,1,8
984226,201610,201606,201611,1,4,Essential,Team,1,1,14,6,1,1260,4,1,1,1,1,0,NULL,0,1,0,0,0,0,1,0,209
984696,201607,201604,201608,1,3,Team,Professional,1,9,0,6,1,1393,9,4,5,5,1,0,NULL,0,1,0,0,0,1,1,3,1212
985116,201607,201605,201608,1,2,Professional,Enterprise,1,5,0,3,1,38,4,1,1,4,1,0,NULL,0,0,0,0,0,0,1,1,0
985273,201606,201605,201607,1,1,Professional,Enterprise,1,2,370,10,1,205,4,1,2,2,1,0,1,1,1,0,1,0,0,1,3,1728
985444,201609,201604,201610,1,5,Essential,Team,1,1,16,6,1,0,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,186
986666,201606,201605,201607,1,1,Essential,Team,1,4,43,6,1,2300,4,2,2,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,19
986861,201606,201604,201607,1,2,Essential,Team,1,2,239,6,1,114,4,3,1,7,0,0,NULL,1,0,0,0,0,0,1,0,1096
987048,201606,201605,201607,1,1,Professional,Enterprise,1,1,139,8,2,57,5,2,1,69,1,0,1,0,1,0,0,0,1,1,0,0
987220,201606,201605,201607,1,1,Essential,Team,1,2,63,5,1,18,4,1,2,0,0,0,NULL,1,1,0,0,0,NULL,NULL,1,17
987323,201610,201605,201611,1,5,Team,Professional,1,5,-15,2,0,242,2,1,2,0,1,0,NULL,0,1,0,1,0,0,1,2,2048
987565,201606,201605,201607,1,1,Essential,Team,1,2,52,6,1,4,4,1,12,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,33
987724,201606,201605,201607,1,1,Essential,Team,1,4,89,6,1,285,10,3,1,6,0,0,NULL,0,0,0,0,0,NULL,NULL,0,163
