account_id,year_month_run,year_month_won,year_month_upgraded,upgraded_boolean,age_in_months,pre_upgrade_plan,post_upgrade_plan,upgrade_levels,num_agents,mrr_delta,num_trig,num_automations,num_tags,num_macros,num_groups,num_orgs,num_fields,enabled_HC,enabled_redaction,enabled_insights,enabled_talk,enabled_widget,enabled_csat,enabled_hours,enabled_slas,enabled_HCcode,enabled_community,num_apps,num_tix_solved
909485,201605,201602,201605,1,3,Essential,Team,1,1,5,6,1,66,4,1,1,0,0,0,NULL,0,1,0,0,0,0,1,1,NULL
909765,201611,201601,201611,1,10,Essential,Professional,2,4,200,6,1,52,4,1,1,0,1,0,NULL,0,1,0,0,0,0,1,1,27
909789,201609,201603,201609,1,6,Professional,Enterprise,1,1,66,7,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,NULL
909818,201607,201601,201607,1,6,Professional,Enterprise,1,9,496,5,6,14102,22,11,1,5,1,0,1,1,1,1,1,0,1,1,3,17442
909894,201608,201602,201608,1,6,Team,Professional,1,8,0,12,1,979,4,5,3,3,1,0,NULL,0,1,0,0,0,1,1,1,233
909938,201607,201602,201607,1,5,Professional,Enterprise,1,8,149,16,11,47456,11,3,5225,11,1,0,1,0,1,1,0,0,0,1,1,10676
909958,201607,201602,201607,1,5,Team,Professional,1,3,633,7,2,0,4,4,1,0,1,0,NULL,0,0,0,0,0,0,1,1,404
910094,201607,201602,201607,1,5,Essential,Team,1,1,10,6,1,11,4,1,1,0,0,0,NULL,0,1,0,1,0,NULL,NULL,1,68
910737,201606,201602,201606,1,4,Essential,Team,1,2,32,6,1,2,4,1,1,1,0,0,NULL,0,1,0,0,0,NULL,NULL,0,43
910841,201604,201602,201604,1,2,Essential,Team,1,1,16,6,1,13,4,1,1,9,1,0,NULL,0,1,0,0,0,0,1,0,0
910927,201608,201602,201608,1,6,Essential,Enterprise,3,2,37,6,1,168,4,2,1,0,0,0,NULL,0,1,0,0,0,0,1,0,0
911099,201603,201601,201603,1,2,Team,Professional,1,6,145,6,3,31,4,3,1,0,1,0,NULL,0,1,0,1,0,1,1,1,820
911240,201603,201602,201603,1,1,Essential,Team,1,1,16,6,1,45,4,1,1,2,0,0,NULL,0,1,0,0,0,0,1,0,9
911257,201605,201602,201605,1,3,Essential,Team,1,1,14,6,1,2,4,1,1,0,0,0,NULL,0,1,0,0,0,0,1,0,25
911263,201611,201603,201611,1,8,Team,Professional,1,3,25,6,1,51,4,2,2,0,0,0,NULL,1,1,0,0,0,0,1,4,180
911264,201609,201602,201609,1,7,Team,Professional,1,18,0,7,2,1340,4,1,1,3,0,0,NULL,0,1,0,0,0,1,1,1,1084
911915,201606,201602,201606,1,4,Essential,Team,1,1,16,8,1,11362,26,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,2110
912293,201610,201602,201610,1,8,Team,Professional,1,3,115,7,1,1,4,1,1,0,1,0,NULL,0,0,0,1,0,0,1,0,5
912466,201605,201602,201605,1,3,Essential,Team,1,1,14,6,1,55,4,1,1,1,0,0,NULL,0,0,0,0,0,NULL,NULL,2,26
912787,201603,201602,201603,1,1,Team,Professional,1,6,204,9,3,214,10,2,126,7,1,0,NULL,0,1,0,1,0,1,1,3,771
912956,201603,201602,201603,1,1,Essential,Team,1,1,36,6,1,4,19,2,1,0,0,0,NULL,0,1,0,1,0,0,1,2,7650
913844,201605,201602,201605,1,3,Essential,Team,1,5,70,8,1,22,4,4,3,2,1,0,NULL,0,1,0,1,0,0,1,0,25
914403,201605,201602,201605,1,3,Essential,Team,1,2,0,6,1,21,14,1,1,0,0,0,NULL,1,0,0,0,0,0,1,0,2492
914445,201603,201602,201603,1,1,Essential,Team,1,1,30,6,1,6,4,1,1,0,1,0,NULL,1,1,0,0,0,0,1,1,20
914584,201609,201601,201609,1,8,Professional,Enterprise,1,5,375,9,3,2815,9,2,1,3,0,0,1,1,0,1,1,0,0,1,2,1840
915235,201604,201603,201604,1,1,Essential,Team,1,1,14,6,1,676,4,1,1,3,0,0,NULL,0,0,0,0,0,NULL,NULL,0,5
915256,201603,201602,201603,1,1,Team,Professional,1,3,102,7,1,113,4,4,8,0,1,0,NULL,0,1,0,0,0,0,1,3,234
915479,201605,201602,201605,1,3,Team,Professional,1,8,234,6,1,36,4,1,4,0,1,0,NULL,1,0,0,0,0,0,1,0,237
915480,201606,201603,201606,1,3,Essential,Team,1,4,99,8,1,13,4,3,2,0,0,0,NULL,0,1,0,0,0,NULL,NULL,0,115
915626,201603,201602,201603,1,1,Essential,Team,1,4,56,6,1,14,4,1,2,0,1,0,NULL,0,0,0,1,0,0,1,1,31
915672,201608,201602,201608,1,6,Professional,Enterprise,1,5,108,5,3,6243,59,1,1,4,0,0,1,1,1,1,1,0,0,1,4,22896
915791,201603,201602,201603,1,1,Essential,Team,1,1,14,6,1,42,6,1,1,0,1,0,NULL,0,1,0,0,0,0,1,1,20
915939,201602,201601,201602,1,1,Team,Enterprise,2,1,80,7,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,NULL
915960,201603,201602,201603,1,1,Essential,Team,1,7,112,6,1,25,4,5,1,1,0,0,NULL,0,1,0,1,0,NULL,NULL,0,31
916047,201602,201601,201602,1,1,Professional,Enterprise,1,1,50,7,2,25,5,6,2,1,1,0,NULL,0,1,1,1,0,0,NULL,7,14
916240,201602,201601,201602,1,1,Essential,Team,1,2,28,7,1,466,3,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,146
916505,201603,201602,201603,1,1,Essential,Team,1,1,14,6,1,22,4,1,1,2,0,0,NULL,0,0,0,0,0,NULL,NULL,0,8
916566,201611,201604,201611,1,7,Team,Professional,1,1,30,3,1,25,4,1,1,2,1,0,NULL,0,1,0,0,0,0,1,1,883
916582,201606,201602,201606,1,4,Team,Professional,1,5,111,8,6,5030,15,1,2,13,0,0,NULL,0,0,0,0,0,NULL,NULL,1,1453
916622,201607,201602,201607,1,5,Team,Professional,1,8,154,32,4,7014,71,2,1,2,1,0,NULL,0,1,0,0,0,1,1,2,1568
916811,201603,201602,201603,1,1,Team,Professional,1,1,34,10,2,69,4,1,7,0,1,0,NULL,0,1,0,0,0,1,1,1,3
916930,201608,201603,201608,1,5,Team,Professional,1,2,68,4,2,498,3,1,2,2,1,0,NULL,0,0,0,1,0,0,1,1,26
917048,201606,201603,201606,1,3,Professional,Enterprise,1,2,0,8,1,119,4,1,1,2,1,0,1,0,1,0,1,0,0,1,3,138
917185,201604,201603,201604,1,1,Essential,Team,1,3,-4,6,1,17,4,1,1,0,1,0,NULL,0,1,0,0,0,0,1,1,0
917227,201605,201603,201605,1,2,Essential,Professional,2,1,44,8,1,20,4,1,1,0,1,0,NULL,0,1,0,0,0,0,1,1,55
917276,201603,201601,201603,1,2,Professional,Enterprise,1,3,198,9,1,7,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,1,25
917287,201605,201603,201605,1,2,Team,Professional,1,1,30,8,1,4,4,1,4,1,1,0,NULL,0,1,0,0,0,0,1,2,5
917354,201610,201602,201610,1,8,Essential,Team,1,4,75,6,1,22,4,2,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,0,151
917584,201607,201602,201607,1,5,Team,Professional,1,8,272,64,1,9610,2,4,66,6,0,0,1,0,1,1,1,1,0,1,3,8079
917589,201602,201601,201602,1,1,Essential,Team,1,3,NULL,6,1,3,4,4,1,0,1,0,NULL,1,1,0,0,0,0,NULL,1,0
917758,201604,201602,201604,1,2,Professional,Enterprise,1,1,66,8,2,40,4,1,2,1,0,0,NULL,0,1,0,0,0,1,1,1,256
917865,201602,201601,201602,1,1,Team,Professional,1,1,37,5,4,1380,11,1,1,0,1,0,NULL,0,1,0,0,0,0,NULL,0,535
917889,201603,201602,201603,1,1,Essential,Team,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,0,0,0,0,0,1,0,NULL
918138,201603,201602,201603,1,1,Essential,Team,1,3,48,6,1,4,4,1,2,0,0,0,NULL,0,1,0,0,0,0,1,0,5
918307,201603,201602,201603,1,1,Professional,Enterprise,1,10,0,9,4,175,20,4,1,29,0,0,1,0,0,0,0,1,NULL,NULL,1,5484
918324,201604,201603,201604,1,1,Professional,Enterprise,1,2,132,7,1,102,4,2,13,2,1,0,1,0,0,0,1,0,0,1,1,138
918382,201609,201602,201609,1,7,Team,Professional,1,1,30,7,1,3,4,1,1,0,1,0,NULL,0,1,0,0,0,1,1,1,0
918419,201604,201602,201604,1,2,Essential,Team,1,4,-11,6,1,2,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,88
918511,201606,201603,201606,1,3,Team,Professional,1,5,-0,7,6,1103,4,4,2,1,0,0,NULL,0,1,0,1,0,0,1,2,2440
918577,201605,201603,201605,1,2,Team,Professional,1,1,29,7,1,99,5,1,3,2,1,0,NULL,0,1,0,0,0,0,1,1,38
918694,201611,201603,201611,1,8,Essential,Team,1,1,16,6,1,42,4,1,1,0,1,0,NULL,0,1,0,0,0,0,1,0,10
918758,201604,201602,201604,1,2,Professional,Enterprise,1,2,7,7,1,2,4,3,3,0,1,0,NULL,0,1,0,0,0,1,1,0,NULL
918811,201609,201603,201609,1,6,Professional,Enterprise,1,8,-26,6,1,1090,5,6,4,3,0,1,1,1,1,1,1,0,0,1,5,1640
918842,201605,201602,201605,1,3,Team,Professional,1,26,-125,33,3,128489,4,4,59377,1,1,0,NULL,0,1,0,0,0,1,1,3,61470
918915,201605,201604,201605,1,1,Team,Professional,1,7,238,6,1,737,2,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,1071
918960,201603,201602,201603,1,1,Essential,Team,1,4,81,2,1,1126,6,6,1,0,1,0,NULL,1,1,0,1,0,0,1,1,606
919004,201603,201602,201603,1,1,Essential,Team,1,1,NULL,6,1,2,4,1,1,0,0,0,NULL,0,1,0,0,0,1,1,0,NULL
919170,201608,201602,201608,1,6,Team,Professional,1,1,NULL,3,1,847,4,1,1,0,0,0,NULL,1,1,0,0,0,NULL,NULL,2,930
919260,201609,201602,201609,1,7,Team,Professional,1,4,77,7,1,42,4,1,1,1,1,0,NULL,0,1,0,1,0,0,1,2,490
919292,201605,201603,201605,1,2,Essential,Team,1,2,32,6,1,84,4,1,5,5,0,0,NULL,0,1,0,1,0,0,1,1,59
919335,201603,201601,201603,1,2,Essential,Team,1,2,2,6,1,6,0,1,1,0,0,0,NULL,0,0,0,0,0,0,1,0,27
919577,201608,201602,201608,1,6,Essential,Team,1,1,18,8,1,275,26,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,1407
919626,201608,201602,201608,1,6,Team,Professional,1,1,30,4,3,200,4,1,2,0,0,0,NULL,0,1,0,0,0,0,1,2,249
920463,201609,201603,201609,1,6,Essential,Team,1,2,36,6,1,9,5,1,1,0,1,0,NULL,0,1,0,0,0,1,1,0,6
920477,201604,201602,201604,1,2,Professional,Enterprise,1,11,-349,13,2,22184,3,7,90,6,0,0,1,0,1,1,1,0,1,1,20,632640
921530,201605,201602,201605,1,3,Team,Professional,1,3,220,7,1,681,10,1,1,0,0,0,NULL,0,1,0,1,0,0,1,3,2046
921542,201606,201603,201606,1,3,Essential,Team,1,2,32,6,1,3,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,0,0
921654,201608,201603,201608,1,5,Team,Professional,1,3,0,10,1,2566,12,1,11,3,0,0,NULL,0,1,0,1,0,NULL,NULL,2,5248
921677,201611,201603,201611,1,8,Essential,Team,1,3,61,6,1,1,1,1,1,1,1,0,NULL,0,1,0,1,0,0,1,0,28
921739,201607,201603,201607,1,4,Essential,Team,1,1,16,6,1,0,26,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,99
921802,201605,201603,201605,1,2,Professional,Enterprise,1,1,66,7,1,2,4,1,1,6,0,0,NULL,0,0,0,0,0,NULL,NULL,0,0
921953,201605,201603,201605,1,2,Team,Enterprise,2,2,61,8,1,6,4,2,3,3,1,0,NULL,0,1,0,0,0,1,1,3,33
922022,201607,201603,201607,1,4,Professional,Enterprise,1,4,140,5,1,62,4,2,2,0,1,0,NULL,0,1,0,1,0,1,1,2,2
922269,201610,201603,201610,1,7,Essential,Team,1,5,58,6,1,5,4,2,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,999
922308,201608,201607,201608,1,1,Professional,Enterprise,1,1,74,8,1,34,4,1,1,10,1,0,NULL,0,1,0,0,0,1,1,1,65
922409,201611,201602,201611,1,9,Professional,Enterprise,1,5,0,13,7,8883,113,1,3,3,1,0,1,1,1,1,1,0,1,1,3,8694
922412,201609,201602,201609,1,7,Professional,Enterprise,1,1,50,7,2,2,4,1,1,1,1,0,NULL,0,1,1,0,0,1,1,1,NULL
922416,201611,201603,201611,1,8,Professional,Enterprise,1,50,2810,66,5,24936,58,12,7,30,1,0,NULL,0,1,0,0,0,1,1,3,4584
922451,201606,201603,201606,1,3,Team,Professional,1,2,49,5,1,10,4,1,1,0,1,0,NULL,0,1,0,0,0,0,1,2,456
923014,201603,201602,201603,1,1,Essential,Team,1,1,16,6,1,4,4,1,1,0,1,0,NULL,0,0,0,0,0,1,1,0,0
923114,201603,201602,201603,1,1,Essential,Team,1,3,123,6,1,4,4,2,1,0,0,0,NULL,1,1,0,0,0,NULL,NULL,0,42
923334,201604,201602,201604,1,2,Essential,Team,1,7,137,6,1,113,4,2,1,0,0,0,NULL,0,1,0,0,0,0,1,1,1
923469,201610,201603,201610,1,7,Essential,Team,1,19,266,6,1,118,24,7,48,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,634
923472,201604,201602,201604,1,2,Essential,Team,1,9,144,6,1,7,4,2,1,0,1,0,NULL,1,0,0,1,0,0,1,0,5
923476,201607,201602,201607,1,5,Essential,Professional,2,7,114,6,1,4584,5,2,2,1,1,0,NULL,0,1,0,1,0,0,1,1,619
923673,201606,201602,201606,1,4,Essential,Team,1,7,98,6,1,1876,19,2,2,0,1,0,NULL,0,1,0,0,0,0,1,0,665
923897,201604,201603,201604,1,1,Essential,Team,1,3,48,6,1,10,4,2,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,471
924076,201608,201602,201608,1,6,Professional,Enterprise,1,10,660,7,2,75,4,1,5,7,1,0,1,0,1,1,1,0,1,1,1,36
924141,201609,201603,201609,1,6,Team,Professional,1,1,34,7,1,16,4,1,1,0,0,0,NULL,0,1,0,0,0,0,1,2,136
924373,201604,201603,201604,1,1,Essential,Team,1,1,14,6,1,20,34,1,2,8,0,0,NULL,0,0,0,0,0,NULL,NULL,0,218
924400,201609,201603,201609,1,6,Essential,Professional,2,15,86,6,1,56,4,5,1,3,0,0,NULL,0,1,0,0,0,NULL,NULL,0,1
924550,201604,201603,201604,1,1,Professional,Enterprise,1,3,176,0,3,246,4,1,1,15,1,1,NULL,0,1,0,1,0,1,1,14,1008
924685,201611,201603,201611,1,8,Professional,Enterprise,1,4,64,8,2,5,4,1,1,24,1,0,NULL,0,1,1,1,0,0,1,1,0
924816,201603,201602,201603,1,1,Essential,Professional,2,2,88,6,1,4,4,1,1,0,0,0,NULL,0,1,0,0,0,0,1,0,4
924862,201611,201603,201611,1,8,Professional,Enterprise,1,2,298,8,2,13,4,1,1,0,0,0,NULL,0,1,0,0,0,0,1,1,14
925244,201610,201603,201610,1,7,Team,Enterprise,2,5,493,8,1,0,4,3,1,0,1,0,NULL,0,0,0,0,0,0,1,0,NULL
925301,201604,201602,201604,1,2,Essential,Team,1,1,16,12,1,26,4,1,1,0,1,0,NULL,0,1,0,0,0,0,1,1,42
925595,201604,201603,201604,1,1,Professional,Enterprise,1,2,257,6,1,500,4,1,1,3,0,0,1,0,1,0,0,0,0,1,0,116
926284,201608,201602,201608,1,6,Essential,Professional,2,2,41,6,1,5,4,1,1,0,1,0,NULL,0,0,0,0,0,0,1,0,38
926774,201607,201603,201607,1,4,Essential,Team,1,11,135,6,1,1208,131,1,2,2,1,0,NULL,0,1,0,0,0,0,1,0,3556
926845,201610,201604,201610,1,6,Team,Professional,1,4,84,5,1,799,1,1,1,0,1,0,1,0,1,0,0,0,1,1,5,3365
927197,201604,201603,201604,1,1,Professional,Enterprise,1,3,176,9,1,285,14,1,3,0,0,0,1,0,1,1,1,0,0,1,2,122
927240,201606,201602,201606,1,4,Essential,Team,1,4,41,6,1,4,4,1,1,0,0,0,NULL,0,0,0,0,0,0,1,0,25
927452,201607,201602,201607,1,5,Essential,Team,1,3,23,6,1,1708,4,1,2,6,0,0,NULL,1,1,0,0,0,NULL,NULL,1,846
927567,201608,201603,201608,1,5,Professional,Enterprise,1,3,103,5,1,190,6,1,1,1,1,0,NULL,0,1,0,0,0,1,1,1,144
927737,201603,201602,201603,1,1,Essential,Team,1,3,48,6,1,5,5,1,1,1,0,0,NULL,0,0,0,0,0,NULL,NULL,0,144
927765,201604,201602,201604,1,2,Essential,Team,1,5,70,6,1,6,5,1,1,0,0,0,NULL,0,0,0,0,0,0,1,0,209
927772,201609,201603,201609,1,6,Team,Professional,1,3,41,1,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,874
927774,201608,201607,201608,1,1,Essential,Team,1,1,16,6,1,11,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,0,5
927839,201603,201602,201603,1,1,Essential,Team,1,13,220,6,1,341,11,1,1,0,1,0,NULL,0,0,0,1,0,0,1,0,1149
927862,201609,201602,201609,1,7,Essential,Team,1,2,48,6,1,0,4,1,1,0,0,0,NULL,1,0,0,0,0,NULL,NULL,0,824
927883,201609,201602,201609,1,7,Team,Professional,1,9,195,2,1,81,4,1,1,0,1,0,NULL,0,1,0,0,0,0,1,1,55800
927888,201608,201603,201608,1,5,Team,Professional,1,1,34,7,1,1433,4,1,2,0,1,0,NULL,0,0,0,0,0,0,1,0,198
927986,201605,201603,201605,1,2,Essential,Team,1,3,44,6,1,358,4,2,2,1,0,0,NULL,0,0,0,0,0,NULL,NULL,0,221
928034,201604,201603,201604,1,1,Essential,Team,1,3,90,6,1,13,4,1,2,0,1,0,NULL,1,1,0,0,0,0,1,1,58
928254,201606,201605,201606,1,1,Essential,Team,1,4,58,6,1,2,2,2,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,34
928272,201609,201603,201609,1,6,Team,Professional,1,6,-28,6,6,1048,4,2,2,6,1,0,NULL,0,1,0,0,0,0,1,1,83
928682,201605,201603,201605,1,2,Essential,Team,1,1,14,6,1,13,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,1256
928693,201607,201602,201607,1,5,Team,Professional,1,1,30,7,1,44,4,2,1,0,1,0,NULL,0,1,0,0,0,1,1,1,18
928891,201605,201603,201605,1,2,Essential,Team,1,5,80,6,1,224,4,1,1,2,0,0,NULL,0,1,0,0,0,0,1,0,59
928987,201611,201603,201611,1,8,Essential,Team,1,2,28,6,1,135,4,1,1,0,0,0,NULL,0,1,0,1,0,0,1,0,323
929115,201605,201603,201605,1,2,Essential,Team,1,3,48,6,1,9,4,1,1,0,0,0,NULL,1,0,0,0,0,NULL,NULL,0,8
929511,201609,201604,201609,1,5,Essential,Professional,2,5,81,6,1,1,4,1,1,0,0,0,NULL,0,1,0,0,0,0,1,0,1
929591,201607,201603,201607,1,4,Team,Professional,1,7,186,6,1,9613,4,3,64,1,0,0,NULL,0,1,0,1,0,0,1,3,25074
929710,201610,201603,201610,1,7,Essential,Team,1,6,96,6,1,8,4,1,1,0,1,0,NULL,0,0,0,0,0,0,1,0,5
929958,201606,201602,201606,1,4,Essential,Team,1,1,16,6,1,14,4,1,1,0,1,0,NULL,0,1,0,1,0,0,1,0,0
930030,201606,201603,201606,1,3,Team,Professional,1,2,186,7,1,6,5,1,1,0,1,0,NULL,0,0,0,0,0,1,1,0,71
930607,201604,201603,201604,1,1,Team,Professional,1,7,238,15,5,3,8,1,3,0,1,0,NULL,0,1,0,1,0,1,1,1,6606
930810,201610,201602,201610,1,8,Essential,Professional,2,1,44,8,1,0,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,0,119
931167,201605,201603,201605,1,2,Team,Professional,1,1,0,4,2,193,4,1,2,0,1,0,NULL,0,1,0,0,0,0,1,1,1412
931193,201606,201603,201606,1,3,Professional,Enterprise,1,11,-24,0,0,52,4,4,4,80,1,0,1,1,1,1,0,0,1,1,7,56959
931246,201606,201603,201606,1,3,Essential,Team,1,1,16,6,1,5,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,345
931715,201609,201606,201609,1,3,Team,Professional,1,2,11,7,1,4,7,1,1,0,1,0,NULL,0,0,0,0,0,0,1,0,381
931726,201608,201603,201608,1,5,Essential,Team,1,2,-37,6,1,131,2,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,51
931767,201604,201603,201604,1,1,Essential,Professional,2,1,109,6,1,95,10,1,1,0,0,0,NULL,0,1,0,1,0,0,1,0,29
931859,201607,201604,201607,1,3,Team,Professional,1,4,136,6,1,7,17,1,1,1,1,0,NULL,0,1,0,0,0,0,1,0,13
931866,201610,201604,201610,1,6,Professional,Enterprise,1,11,0,23,3,3406,3,2,105,21,0,0,1,1,0,0,1,0,NULL,NULL,4,672
931888,201606,201602,201606,1,4,Essential,Team,1,4,64,6,1,101,4,1,1,0,0,0,NULL,0,1,0,0,0,0,1,0,86
931920,201604,201603,201604,1,1,Essential,Professional,2,1,50,6,1,56,13,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,171
931990,201611,201603,201611,1,8,Essential,Professional,2,1,44,6,1,0,4,1,1,0,1,0,NULL,0,0,0,0,0,0,1,0,NULL
931999,201604,201603,201604,1,1,Professional,Enterprise,1,4,-111,10,3,92,4,2,7,0,1,0,1,0,1,1,0,0,1,1,6,126
932020,201606,201604,201606,1,2,Team,Professional,1,1,0,5,1,665,4,1,1,2,1,0,NULL,0,1,0,0,0,1,1,2,2408
932050,201607,201603,201607,1,4,Professional,Enterprise,1,2,0,22,4,6171,73,2,16,12,1,0,1,0,1,1,1,0,1,1,6,5184
932099,201611,201604,201611,1,7,Professional,Enterprise,1,3,0,7,2,4,4,1,1,1,1,0,1,0,1,1,0,0,1,1,1,NULL
932142,201609,201603,201609,1,6,Professional,Enterprise,1,3,198,12,1,2,4,4,1,0,0,0,NULL,0,0,0,0,0,1,1,1,0
932214,201604,201603,201604,1,1,Essential,Team,1,1,NULL,6,1,3,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,1
932333,201609,201604,201609,1,5,Essential,Team,1,3,NULL,6,1,7,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,0,0
932590,201611,201604,201611,1,7,Essential,Professional,2,2,100,6,1,4,30,1,1,1,1,0,NULL,0,1,0,0,0,0,1,0,715
932720,201605,201603,201605,1,2,Essential,Team,1,7,98,6,1,4,4,2,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,404
933016,201609,201602,201609,1,7,Essential,Professional,2,2,88,6,1,0,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,72
933416,201609,201604,201609,1,5,Professional,Enterprise,1,3,105,10,5,11027,24,7,1,6,0,0,1,0,0,1,1,0,0,1,9,5751
933509,201605,201603,201605,1,2,Essential,Enterprise,3,3,282,6,1,62,5,2,3,3,1,0,NULL,0,1,0,0,0,0,1,1,32
933832,201609,201602,201609,1,7,Professional,Enterprise,1,26,-225,12,1,110749,4,17,1,0,1,0,1,1,1,0,1,0,0,1,4,832272
933834,201604,201603,201604,1,1,Team,Professional,1,1,34,2,2,142,25,1,0,1,0,0,NULL,1,1,0,1,0,NULL,NULL,1,1744
934080,201604,201602,201604,1,2,Team,Professional,1,3,161,7,1,2,4,1,1,0,1,0,NULL,0,0,0,0,0,1,1,1,0
934691,201604,201603,201604,1,1,Team,Professional,1,1,39,4,1,1,9,4,1,0,0,0,NULL,0,0,0,0,0,0,1,0,104
934692,201603,201602,201603,1,1,Essential,Team,1,3,NULL,6,1,14,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,79
934869,201608,201603,201608,1,5,Essential,Team,1,5,0,8,1,4798,16,1,1,1,1,0,NULL,1,1,0,1,0,0,1,1,3664
935079,201605,201603,201605,1,2,Essential,Team,1,6,84,6,1,250,4,1,1,0,0,0,NULL,0,0,0,1,0,NULL,NULL,0,138
935134,201604,201603,201604,1,1,Essential,Team,1,1,20,6,1,8,4,1,0,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,40
935573,201606,201603,201606,1,3,Team,Professional,1,5,229,2,1,29,20,2,2,0,1,0,NULL,0,0,0,0,0,0,1,1,901
935788,201604,201603,201604,1,1,Essential,Team,1,7,37,6,1,101,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,0,41
936250,201610,201602,201610,1,8,Essential,Team,1,2,32,6,1,165,4,1,1,2,1,0,NULL,0,1,0,1,0,1,1,1,37
936605,201610,201603,201610,1,7,Team,Professional,1,1,9,4,1,745,15,1,2,10,1,0,NULL,0,0,0,0,0,1,1,2,820
936683,201607,201602,201607,1,5,Essential,Team,1,1,16,6,1,2,4,1,1,0,0,0,NULL,0,0,0,0,0,NULL,NULL,0,28
936979,201610,201603,201610,1,7,Team,Professional,1,8,308,3,2,48,9,2,32,1,1,0,NULL,0,0,0,1,0,0,1,1,414
937057,201606,201603,201606,1,3,Team,Professional,1,3,90,6,2,655,4,5,1,0,0,0,NULL,0,1,0,1,0,NULL,NULL,1,2040
937234,201604,201602,201604,1,2,Professional,Enterprise,1,17,872,0,0,2614,4,2,2589,9,0,0,NULL,0,0,0,0,0,NULL,NULL,1,136
937514,201604,201603,201604,1,1,Essential,Team,1,5,-170,6,1,20,15,2,10,1,0,0,NULL,0,0,0,1,0,0,1,0,63
937873,201605,201603,201605,1,2,Team,Professional,1,4,136,7,1,14,8,1,1,0,1,0,NULL,0,1,0,0,0,1,1,2,108
937916,201606,201603,201606,1,3,Team,Professional,1,6,267,2,1,219,29,2,1,0,0,0,NULL,0,1,0,0,0,0,1,2,1016
937952,201606,201603,201606,1,3,Essential,Professional,2,3,268,6,1,5,4,1,1,3,0,0,NULL,0,0,0,0,0,NULL,NULL,0,0
938278,201604,201603,201604,1,1,Team,Professional,1,4,136,15,2,408,4,12,2,6,0,0,NULL,0,1,0,0,0,NULL,NULL,1,498
938497,201605,201603,201605,1,2,Essential,Team,1,2,32,6,1,12,4,1,2,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,35
939518,201607,201603,201607,1,4,Team,Professional,1,1,34,10,4,2048,9,1,24,14,1,0,NULL,0,1,0,0,0,0,1,7,4123
939637,201604,201603,201604,1,1,Professional,Enterprise,1,1,66,6,1,7,4,2,2,1,0,0,NULL,0,0,0,0,0,NULL,NULL,0,3
939655,201605,201603,201605,1,2,Essential,Team,1,18,-148,6,1,52,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,1,22
939707,201608,201603,201608,1,5,Essential,Team,1,3,24,6,1,0,5,1,2,0,1,0,NULL,1,1,0,1,0,0,1,0,4
940566,201608,201602,201608,1,6,Team,Professional,1,7,347,4,1,54,4,1,1,0,1,0,NULL,0,0,0,0,0,0,1,2,3948
940658,201605,201604,201605,1,1,Essential,Team,1,1,14,6,1,2,4,1,1,0,0,0,NULL,0,1,0,0,0,NULL,NULL,0,0
940756,201611,201604,201611,1,7,Essential,Team,1,1,16,6,1,804,4,1,1,0,1,0,NULL,0,1,0,0,0,1,1,1,0
940997,201604,201603,201604,1,1,Team,Professional,1,1,34,7,1,649,30,1,1,0,0,0,NULL,1,1,0,0,0,0,1,2,4216
