ID,ID,Address,Latitude,Longitude,SalePrice,IsAStudio,Beds,Baths,Size,SizeUnit,LotSize,LotSizeUnit,BuiltInYear,YearOfSale,MonthOfSale,DayOfSale,WeekDayOfSale
253,15121139,"2339 41st Ave, San Francisco, CA",37743033,-122499663,1.2,False,,3.0,2250.0,sqft,2996.0,sqft,1967.0,2015,12,16,<built-in method weekday of Timestamp object at 0x1099784d0>
254,15121430,"2394-2396 48TH Ave, San Francisco, CA",37741834,-122506557,1.1,False,,2.0,2300.0,sqft,1438.0,sqft,1949.0,2015,12,31,<built-in method weekday of Timestamp object at 0x109978450>
255,15121661,"2471 43rd Ave, San Francisco, CA",37740591,-122501641,0.905,False,2.0,1.0,1275.0,sqft,3000.0,sqft,1940.0,2015,11,30,<built-in method weekday of Timestamp object at 0x1099783d0>
256,15122750,"2466 18th Ave, San Francisco, CA",37741870,-122474209,1.02,False,2.0,1.0,1150.0,sqft,2996.0,sqft,1923.0,2015,11,25,<built-in method weekday of Timestamp object at 0x109978350>
257,15123111,"2563 16th Ave, San Francisco, CA",37740144,-122472598,1.5,False,3.0,2.0,1625.0,sqft,3049.0,sqft,1927.0,2015,12,30,<built-in method weekday of Timestamp object at 0x1099782d0>
258,15123561,"2555 28th Ave, San Francisco, CA",37739715,-122485461,1.01,False,4.0,2.0,1360.0,sqft,3049.0,sqft,1910.0,2015,12,22,<built-in method weekday of Timestamp object at 0x109978250>
259,15123597,"2745 Ulloa St, San Francisco, CA",37740517,-122485872,1.18,False,4.0,2.5,1303.0,sqft,2195.0,sqft,1974.0,2015,11,30,<built-in method weekday of Timestamp object at 0x1099781d0>
260,15123671,"2579 30th Ave, San Francisco, CA",37739209,-122487574,0.65,False,,2.0,1475.0,sqft,3000.0,sqft,1955.0,2015,12,1,<built-in method weekday of Timestamp object at 0x109978150>
261,15124103,"2514 40th Ave, San Francisco, CA",37739858,-122497704,1.02,False,3.0,2.0,1490.0,sqft,3049.0,sqft,1945.0,2015,11,20,<built-in method weekday of Timestamp object at 0x1099780d0>
262,15124281,"2559 44th Ave, San Francisco, CA",37738891,-122502597,0.625,False,2.0,1.0,1214.0,sqft,3000.0,sqft,1945.0,2015,12,18,<built-in method weekday of Timestamp object at 0x109978050>
263,15124521,"27 Cutler Ave, San Francisco, CA",37736824,-122505856,1.32,False,4.0,3.0,1622.0,sqft,2495.0,sqft,1949.0,2016,1,28,<built-in method weekday of Timestamp object at 0x109977f50>
264,15124522,"2646-2648 Great Hwy, San Francisco, CA",37737392,-122506065,1.67,False,4.0,2.0,2550.0,sqft,2674.0,sqft,1948.0,2015,12,4,<built-in method weekday of Timestamp object at 0x109977ed0>
265,15124563,"2670 47th Ave, San Francisco, CA",37736702,-122505008,1.07,False,4.0,3.0,1546.0,sqft,3049.0,sqft,1944.0,2016,1,15,<built-in method weekday of Timestamp object at 0x109977e50>
266,15124603,"2627 45th Ave, San Francisco, CA",37737526,-122503577,1.16,False,3.0,2.0,1400.0,sqft,2996.0,sqft,1937.0,2016,1,5,<built-in method weekday of Timestamp object at 0x109977dd0>
267,15124706,"2647 43rd Ave, San Francisco, CA",37737279,-122501408,1.05,False,3.0,2.0,1232.0,sqft,2996.0,sqft,1948.0,2015,12,7,<built-in method weekday of Timestamp object at 0x109977d50>
268,15125268,"2623 22nd Ave, San Francisco, CA",37738682,-122478940,1.19,False,2.0,1.0,1000.0,sqft,,,1938.0,2015,11,10,<built-in method weekday of Timestamp object at 0x109977cd0>
269,15125578,"2651 15th Ave, San Francisco, CA",37738534,-122471369,1.5,False,2.0,2.0,2057.0,sqft,3188.0,sqft,1948.0,2015,12,3,<built-in method weekday of Timestamp object at 0x109977c50>
270,15125727,"496 Crestlake Dr, San Francisco, CA",37735772,-122489950,1.6,False,4.0,4.0,3085.0,sqft,7426.0,sqft,1931.0,2015,12,30,<built-in method weekday of Timestamp object at 0x109977bd0>
271,15125969,"2771 38th Ave, San Francisco, CA",37735233,-122495898,1.18,False,3.0,2.0,1655.0,sqft,3001.0,sqft,1948.0,2015,12,15,<built-in method weekday of Timestamp object at 0x109977b50>
272,15125990,"2754 39th Ave, San Francisco, CA",37735490,-122496329,0.985,False,3.0,2.0,1350.0,sqft,3000.0,sqft,1948.0,2015,12,9,<built-in method weekday of Timestamp object at 0x109977ad0>
273,15126467,"130 Vale Ave, San Francisco, CA",37734905,-122483854,1.11,False,3.0,1.5,1272.0,sqft,4199.0,sqft,1939.0,2015,12,15,<built-in method weekday of Timestamp object at 0x109977a50>
274,15126767,"355 Buena Vista Ave E UNIT 506, San Francisco, CA",37767292,-122439918,0.915,False,1.0,1.0,815.0,sqft,,,1986.0,2015,11,13,<built-in method weekday of Timestamp object at 0x1099779d0>
275,15127090,"262 Castro St, San Francisco, CA",37764602,-122435716,1.7,False,2.0,2.0,848.0,sqft,3358.0,sqft,1906.0,2015,11,20,<built-in method weekday of Timestamp object at 0x109977950>
276,15127170,"1554 Masonic Ave, San Francisco, CA",37765936,-122443759,1.86,False,3.0,2.0,1540.0,sqft,3123.0,sqft,1910.0,2015,12,11,<built-in method weekday of Timestamp object at 0x1099778d0>
277,15127261,"38 Levant St, San Francisco, CA",37764521,-122442597,1.59,False,2.0,1.5,1090.0,sqft,3123.0,sqft,1938.0,2015,12,11,<built-in method weekday of Timestamp object at 0x109977850>
278,15127373,"4 Ord Ct, San Francisco, CA",37763598,-122439848,1.52,False,2.0,2.0,1170.0,sqft,1232.0,sqft,1900.0,2015,12,18,<built-in method weekday of Timestamp object at 0x1099777d0>
279,15127442,"300 Castro St, San Francisco, CA",37763918,-122435614,2.4,False,4.0,3.0,2451.0,sqft,4691.0,sqft,1900.0,2016,1,22,<built-in method weekday of Timestamp object at 0x109977750>
280,15128468,"3092 Market St, San Francisco, CA",37761083,-122443454,1.88,False,3.0,3.0,2115.0,sqft,1742.0,sqft,2003.0,2015,12,10,<built-in method weekday of Timestamp object at 0x1099776d0>
281,15128696,"49 Christopher Dr, San Francisco, CA",37756492,-122456012,1.24,False,3.0,2.0,1402.0,sqft,3088.0,sqft,1961.0,2015,12,22,<built-in method weekday of Timestamp object at 0x109977650>
282,15128931,"39 Warren Dr, San Francisco, CA",37754501,-122456405,0.0165,False,3.0,3.0,1265.0,sqft,3301.0,sqft,1959.0,2015,11,12,<built-in method weekday of Timestamp object at 0x1099775d0>
283,15129033,"547 Oak Park Dr, San Francisco, CA",37756130,-122460657,1.67,False,2.0,2.0,1245.0,sqft,3624.0,sqft,1962.0,2015,12,30,<built-in method weekday of Timestamp object at 0x109977550>
284,15129224,"152 Eureka St, San Francisco, CA",37759797,-122438496,2.4,False,4.0,2.0,2280.0,sqft,3049.0,sqft,1932.0,2015,11,20,<built-in method weekday of Timestamp object at 0x1099774d0>
285,15129565,"83 Seward St, San Francisco, CA",37758694,-122440807,2.1,False,3.0,2.0,2650.0,sqft,2613.0,sqft,1929.0,2015,12,23,<built-in method weekday of Timestamp object at 0x109977450>
286,15129685,"53 Clarendon Ave, San Francisco, CA",37758639,-122449963,3.14,False,4.0,3.0,3016.0,sqft,4656.0,sqft,1920.0,2016,1,24,<built-in method weekday of Timestamp object at 0x1099773d0>
287,15129888,"3358-3360 Market St, San Francisco, CA",37757699,-122443641,1.95,False,,3.0,3025.0,sqft,5488.0,sqft,1906.0,2015,11,12,<built-in method weekday of Timestamp object at 0x109977350>
288,15130317,"350 Eureka St, San Francisco, CA",37756462,-122438189,2.4,False,4.0,2.0,1720.0,sqft,3250.0,sqft,1910.0,2015,12,22,<built-in method weekday of Timestamp object at 0x1099772d0>
289,15130377,"4142 21st St, San Francisco, CA",37756134,-122437506,1.05,False,3.0,3.0,2682.0,sqft,2438.0,sqft,1908.0,2015,12,16,<built-in method weekday of Timestamp object at 0x109977250>
290,15130492,"4354 21st St, San Francisco, CA",37755507,-122439791,0.6475,False,3.0,2.0,1553.0,sqft,2478.0,sqft,1925.0,2015,12,16,<built-in method weekday of Timestamp object at 0x1099771d0>
291,15130589,"264 Grand View Ave, San Francisco, CA",37754001,-122441489,1.19,False,1.0,1.0,590.0,sqft,2613.0,sqft,1907.0,2016,1,21,<built-in method weekday of Timestamp object at 0x109977150>
292,15130980,"4217 22nd St, San Francisco, CA",37754011,-122439170,1.8,False,2.0,2.0,1913.0,sqft,1742.0,sqft,1908.0,2015,12,1,<built-in method weekday of Timestamp object at 0x1099770d0>
293,15131186,"616 Panorama Dr, San Francisco, CA",37754174,-122451479,1.3,False,4.0,2.0,1931.0,sqft,3998.0,sqft,1957.0,2015,12,9,<built-in method weekday of Timestamp object at 0x109977050>
294,15131253,"333 Dellbrook Ave, San Francisco, CA",37752037,-122452846,1.15,False,2.0,1.0,1054.0,sqft,4412.0,sqft,1957.0,2015,11,19,<built-in method weekday of Timestamp object at 0x10994af50>
295,15131271,"681 Panorama Dr, San Francisco, CA",37753465,-122452131,1.2,False,3.0,2.0,1237.0,sqft,3049.0,sqft,1957.0,2015,11,23,<built-in method weekday of Timestamp object at 0x10994aed0>
296,15131525,"688-690 Douglass St, San Francisco, CA",37752805,-122438922,3.15,False,5.0,4.0,3500.0,sqft,2495.0,sqft,1908.0,2015,11,10,<built-in method weekday of Timestamp object at 0x10994ae50>
297,15131740,"4365 23rd St, San Francisco, CA",37752297,-122440046,2.1,False,3.0,2.0,1567.0,sqft,2835.0,sqft,1939.0,2015,12,4,<built-in method weekday of Timestamp object at 0x10994add0>
298,15131782,"401 Grand View Ave APT 3, San Francisco, CA",37752157,-122442356,1.03,False,2.0,2.0,937.0,sqft,,,1983.0,2015,11,18,<built-in method weekday of Timestamp object at 0x10994ad50>
299,15131869,"1950 8th Ave, San Francisco, CA",37751815,-122463924,2.77,False,4.0,4.0,3673.0,sqft,7775.0,sqft,1925.0,2015,12,1,<built-in method weekday of Timestamp object at 0x10994acd0>
300,15131992,"6 Longview Ct, San Francisco, CA",37748307,-122449855,0.955,False,2.0,1.0,939.0,sqft,2613.0,sqft,1958.0,2015,12,22,<built-in method weekday of Timestamp object at 0x10994ac50>
301,15132481,"48 Dellbrook Ave, San Francisco, CA",37749920,-122454366,0.85,False,2.0,1.0,1056.0,sqft,4939.0,sqft,1956.0,2015,11,16,<built-in method weekday of Timestamp object at 0x10994abd0>
302,15132690,"256 Glenview Dr, San Francisco, CA",37748056,-122445877,1.19,False,3.0,2.0,1213.0,sqft,3249.0,sqft,1958.0,2015,11,17,<built-in method weekday of Timestamp object at 0x10994ab50>
303,15132921,"2270 9th Ave, San Francisco, CA",37747082,-122466367,2.15,False,4.0,3.5,3548.0,sqft,5699.0,sqft,1935.0,2015,12,3,<built-in method weekday of Timestamp object at 0x10994aad0>
304,15133056,"159 Glenview Dr, San Francisco, CA",37748824,-122447752,0.76,False,2.0,1.0,833.0,sqft,3001.0,sqft,1951.0,2015,12,30,<built-in method weekday of Timestamp object at 0x10994aa50>
305,15133303,"584 Dewey Blvd, San Francisco, CA",37744232,-122463546,0.184,False,3.0,2.25,2282.0,sqft,3833.0,sqft,1923.0,2015,12,24,<built-in method weekday of Timestamp object at 0x10994a9d0>
306,15133321,"365 Magellan Ave, San Francisco, CA",37744952,-122463110,2.35,False,5.0,3.5,3094.0,sqft,3920.0,sqft,1926.0,2015,12,1,<built-in method weekday of Timestamp object at 0x10994a950>
307,15133509,"120 Oshaughnessy Blvd, San Francisco, CA",37743896,-122450674,0.99,False,3.0,1.0,1300.0,sqft,2639.0,sqft,1952.0,2015,11,30,<built-in method weekday of Timestamp object at 0x10994a8d0>
308,15133540,"15 Teresita Blvd APT 14, San Francisco, CA",37745036,-122451740,0.691,False,2.0,2.0,886.0,sqft,,,1990.0,2015,12,2,<built-in method weekday of Timestamp object at 0x10994a850>
309,15133658,"120 Ulloa St, San Francisco, CA",37744348,-122455305,1.7,False,2.0,2.5,2063.0,sqft,3101.0,sqft,1937.0,2016,2,12,<built-in method weekday of Timestamp object at 0x10994a7d0>
310,15133668,"815 Laguna Honda Blvd, San Francisco, CA",37743955,-122456084,1.25,False,2.0,1.5,1791.0,sqft,3345.0,sqft,1935.0,2015,12,9,<built-in method weekday of Timestamp object at 0x10994a750>
311,15133807,"644 Laguna Honda Blvd, San Francisco, CA",37745140,-122457306,1.57,False,,2.5,1945.0,sqft,3685.0,sqft,1927.0,2015,11,25,<built-in method weekday of Timestamp object at 0x10994a6d0>
312,15134099,"521 Magellan Ave, San Francisco, CA",37744034,-122466614,1.51,False,2.0,1.0,1216.0,sqft,3920.0,sqft,1920.0,2015,11,20,<built-in method weekday of Timestamp object at 0x10994a650>
313,15134204,"80 Edgehill Way, San Francisco, CA",37742482,-122460233,2.38,False,4.0,4.0,3495.0,sqft,5314.0,sqft,1960.0,2015,11,20,<built-in method weekday of Timestamp object at 0x10994a5d0>
314,15134371,"331 Teresita Blvd, San Francisco, CA",37741738,-122449895,2.23,False,2.0,1.0,1645.0,sqft,3750.0,sqft,1931.0,2015,11,25,<built-in method weekday of Timestamp object at 0x10994a550>
315,15134464,"634 Rockdale Dr, San Francisco, CA",37740939,-122450120,1.01,False,,1.0,1150.0,sqft,3310.0,sqft,1930.0,2015,11,20,<built-in method weekday of Timestamp object at 0x10994a4d0>
316,15134585,"132 Marietta Dr, San Francisco, CA",37740617,-122448119,0.92,False,2.0,1.0,750.0,sqft,2613.0,sqft,1943.0,2015,12,1,<built-in method weekday of Timestamp object at 0x10994a450>
317,15134804,"571 Myra Way, San Francisco, CA",37738625,-122450835,1.12,False,3.0,1.5,1460.0,sqft,2169.0,sqft,1949.0,2015,11,20,<built-in method weekday of Timestamp object at 0x10994a3d0>
318,15134909,"450 Teresita Blvd, San Francisco, CA",37739963,-122448495,1.09,False,2.0,1.0,1464.0,sqft,3920.0,sqft,1939.0,2015,12,4,<built-in method weekday of Timestamp object at 0x10994a350>
319,15134945,"27 Gaviota Way, San Francisco, CA",37739232,-122447580,1.75,False,3.0,3.0,2155.0,sqft,2526.0,sqft,1942.0,2015,12,18,<built-in method weekday of Timestamp object at 0x10994a2d0>
320,15135197,"280 Dalewood Way, San Francisco, CA",37738566,-122458678,1.27,False,3.0,2.5,1941.0,sqft,3297.0,sqft,1966.0,2015,11,30,<built-in method weekday of Timestamp object at 0x10994a250>
321,15135298,"251 Kensington Way, San Francisco, CA",37742605,-122461714,1.6,False,3.0,1.25,2000.0,sqft,3070.0,sqft,1936.0,2016,1,6,<built-in method weekday of Timestamp object at 0x10994a1d0>
322,15135411,"52 Marne Ave, San Francisco, CA",37739544,-122459379,1.3,False,4.0,2.5,1648.0,sqft,3484.0,sqft,1926.0,2015,11,20,<built-in method weekday of Timestamp object at 0x10994a150>
323,15135625,"15 Santa Clara Ave, San Francisco, CA",37739074,-122465767,2.0,False,5.0,2.0,2515.0,sqft,2922.0,sqft,1921.0,2015,12,16,<built-in method weekday of Timestamp object at 0x10994a0d0>
324,15136211,"656 Teresita Blvd, San Francisco, CA",37736383,-122446101,1.23,False,3.0,2.0,1218.0,sqft,2191.0,sqft,1940.0,2015,11,18,<built-in method weekday of Timestamp object at 0x10994a050>
325,15136326,"495 Los Palmos Dr, San Francisco, CA",37734290,-122452633,1.1,False,3.0,1.0,1300.0,sqft,2774.0,sqft,1947.0,2015,12,10,<built-in method weekday of Timestamp object at 0x109967f50>
326,15136476,"646 Los Palmos Dr, San Francisco, CA",37735214,-122456586,1.36,False,5.0,3.0,2956.0,sqft,3027.0,sqft,1979.0,2015,12,23,<built-in method weekday of Timestamp object at 0x109967ed0>
327,15136743,"16 Miraloma Dr, San Francisco, CA",37739831,-122460533,2.7,False,6.0,4.0,4883.0,sqft,10454.0,sqft,1928.0,2015,12,15,<built-in method weekday of Timestamp object at 0x109967e50>
328,15137033,"71 Los Palmos Dr, San Francisco, CA",37734774,-122447415,1.08,False,3.0,1.5,1278.0,sqft,2178.0,sqft,1955.0,2015,12,16,<built-in method weekday of Timestamp object at 0x109967dd0>
329,15137133,"82 Malta Dr, San Francisco, CA",37736196,-122444114,1.7,False,,1.0,1881.0,sqft,,,1976.0,2015,12,30,<built-in method weekday of Timestamp object at 0x109967d50>
330,15137303,"22 Fernwood Dr, San Francisco, CA",37734117,-122461758,1.75,False,4.0,2.5,2090.0,sqft,4103.0,sqft,1931.0,2015,11,30,<built-in method weekday of Timestamp object at 0x109967cd0>
331,15137378,"287 Brentwood Ave, San Francisco, CA",37732494,-122460211,2.72,False,4.0,4.5,4544.0,sqft,6098.0,sqft,1927.0,2015,12,11,<built-in method weekday of Timestamp object at 0x109967c50>
332,15137489,"1100 Monterey Blvd, San Francisco, CA",37730397,-122460959,2.51,False,4.0,3.5,2562.0,sqft,4700.0,sqft,1930.0,2015,12,17,<built-in method weekday of Timestamp object at 0x109967bd0>
333,15137743,"814 Detroit St, San Francisco, CA",37734098,-122444051,1.31,False,3.0,2.0,1510.0,sqft,2613.0,sqft,1941.0,2015,12,2,<built-in method weekday of Timestamp object at 0x109967b50>
334,15137757,"147 Stillings Ave, San Francisco, CA",37734342,-122443147,1.3,False,3.0,2.0,1700.0,sqft,2500.0,sqft,1942.0,2015,11,18,<built-in method weekday of Timestamp object at 0x109967ad0>
335,15137860,"430 Mangels Ave, San Francisco, CA",37733308,-122447346,1.1,False,2.0,1.0,1200.0,sqft,2500.0,sqft,1931.0,2015,12,29,<built-in method weekday of Timestamp object at 0x109967a50>
336,15137936,"618 Mangels Ave, San Francisco, CA",37733290,-122451660,1.42,False,3.0,3.0,1600.0,sqft,3746.0,sqft,1912.0,2015,11,18,<built-in method weekday of Timestamp object at 0x1099679d0>
337,15138245,"154 Yerba Buena Ave, San Francisco, CA",37736032,-122462007,2.05,False,2.0,1.5,1700.0,sqft,3963.0,sqft,1922.0,2015,11,10,<built-in method weekday of Timestamp object at 0x109967950>
338,15138251,"1635 Plymouth Ave, San Francisco, CA",37731667,-122457878,1.8,False,4.0,3.0,2754.0,sqft,5301.0,sqft,1925.0,2015,11,17,<built-in method weekday of Timestamp object at 0x1099678d0>
339,15138329,"842 Monterey Blvd, San Francisco, CA",37731787,-122454448,0.935,False,4.0,1.5,1368.0,sqft,5998.0,sqft,1925.0,2015,12,7,<built-in method weekday of Timestamp object at 0x109967850>
340,15138442,"587 Mangels Ave, San Francisco, CA",37732860,-122450922,1.01,False,3.0,2.0,1190.0,sqft,1742.0,sqft,1936.0,2016,2,2,<built-in method weekday of Timestamp object at 0x1099677d0>
341,15138591,"231 Mangels Ave, San Francisco, CA",37732878,-122442869,1.4,False,3.0,2.0,1354.0,sqft,2613.0,sqft,1957.0,2015,11,10,<built-in method weekday of Timestamp object at 0x109967750>
342,15139010,"2 Northwood Dr, San Francisco, CA",37729820,-122456873,1.8,False,3.0,2.0,1960.0,sqft,5662.0,sqft,1924.0,2015,12,23,<built-in method weekday of Timestamp object at 0x1099676d0>
343,15139435,"322 Flood Ave, San Francisco, CA",37730137,-122447150,0.85,False,2.0,1.5,827.0,sqft,2613.0,sqft,1924.0,2015,12,24,<built-in method weekday of Timestamp object at 0x109967650>
344,15139677,"107 Foerster St, San Francisco, CA",37729273,-122449109,0.3965,False,4.0,2.0,1453.0,sqft,2250.0,sqft,1922.0,2015,12,8,<built-in method weekday of Timestamp object at 0x1099675d0>
345,15139810,"221 Flood Ave, San Francisco, CA",37729648,-122444867,1.41,False,9.0,6.0,5000.0,sqft,2809.0,sqft,1900.0,2015,12,18,<built-in method weekday of Timestamp object at 0x109967550>
346,15139841,"179 Flood Ave, San Francisco, CA",37729648,-122443800,1.54,False,4.0,4.0,1900.0,sqft,2809.0,sqft,1924.0,2015,12,29,<built-in method weekday of Timestamp object at 0x1099674d0>
347,15140158,"390 Capistrano Ave, San Francisco, CA",37725816,-122438926,1.25,False,4.0,4.0,2314.0,sqft,3049.0,sqft,1924.0,2015,12,22,<built-in method weekday of Timestamp object at 0x109967450>
348,15140244,"1874 San Jose Ave, San Francisco, CA",37727313,-122441507,0.975,False,3.0,2.0,1771.0,sqft,2178.0,sqft,1937.0,2015,11,20,<built-in method weekday of Timestamp object at 0x1099673d0>
349,15140288,"28 Raleigh Ave, San Francisco, CA",37727461,-122442447,0.9,False,2.0,1.0,1000.0,sqft,2613.0,sqft,1926.0,2015,11,30,<built-in method weekday of Timestamp object at 0x109967350>
350,15140632,"154 Westwood Dr, San Francisco, CA",37728721,-122458881,1.11,False,3.0,2.0,1200.0,sqft,4499.0,sqft,1925.0,2015,12,11,<built-in method weekday of Timestamp object at 0x1099672d0>
351,15140802,"528 Miramar Ave, San Francisco, CA",37726323,-122457891,0.918,False,2.0,1.0,1328.0,sqft,3798.0,sqft,1919.0,2015,12,17,<built-in method weekday of Timestamp object at 0x109967250>
352,15140890,"54 Marston Ave, San Francisco, CA",37727716,-122445802,1.65,False,5.0,5.0,2500.0,sqft,2813.0,sqft,1927.0,2016,1,3,<built-in method weekday of Timestamp object at 0x1099671d0>
353,15141355,"367 Delano Ave, San Francisco, CA",37723475,-122442739,1.15,False,3.0,2.0,1696.0,sqft,2339.0,sqft,1926.0,2015,11,24,<built-in method weekday of Timestamp object at 0x109967150>
354,15141477,"135 Darien Way, San Francisco, CA",37731990,-122469888,1.6,False,5.0,4.0,2956.0,sqft,3484.0,sqft,1927.0,2016,1,14,<built-in method weekday of Timestamp object at 0x1099670d0>
355,15141495,"280 San Leandro Way, San Francisco, CA",37732070,-122469002,1.23,False,,1.0,1524.0,sqft,3998.0,sqft,1923.0,2015,11,13,<built-in method weekday of Timestamp object at 0x109967050>
356,15141526,"220 San Benito Way, San Francisco, CA",37732698,-122467210,1.59,False,4.0,2.5,1941.0,sqft,3846.0,sqft,1922.0,2015,11,23,<built-in method weekday of Timestamp object at 0x10996cf50>
357,15141568,"306 Santa Ana Ave, San Francisco, CA",37731590,-122468143,1.95,False,4.0,3.0,2663.0,sqft,4499.0,sqft,1925.0,2015,12,10,<built-in method weekday of Timestamp object at 0x10996ced0>
358,15141807,"61 Pinehurst Way, San Francisco, CA",37727776,-122465400,1.45,False,5.0,3.0,2730.0,sqft,3097.0,sqft,1928.0,2015,11,10,<built-in method weekday of Timestamp object at 0x10996ce50>
359,15142024,"59 Manor Dr, San Francisco, CA",37727581,-122464761,1.25,False,3.0,1.5,1575.0,sqft,3009.0,sqft,1930.0,2016,1,12,<built-in method weekday of Timestamp object at 0x10996cdd0>
360,15142776,"35-37 Sanchez St, San Francisco, CA",37768628,-122430930,1.3,False,2.0,3.0,2580.0,sqft,3125.0,sqft,1900.0,2015,12,17,<built-in method weekday of Timestamp object at 0x10996cd50>
361,15142782,"30 Belcher St, San Francisco, CA",37768790,-122430511,2.9,False,3.0,2.0,1410.0,sqft,,,1900.0,2015,11,20,<built-in method weekday of Timestamp object at 0x10996ccd0>
362,15142858,"46 Sanchez St, San Francisco, CA",37768490,-122431645,1.7,False,3.0,2.0,1515.0,sqft,,,1906.0,2015,12,23,<built-in method weekday of Timestamp object at 0x10996cc50>
363,15143034,"66-70 Landers St, San Francisco, CA",37766736,-122428085,1.65,True,,,3775.0,sqft,3123.0,sqft,1905.0,2015,12,28,<built-in method weekday of Timestamp object at 0x10996cbd0>
364,15143292,"1839 15th St APT 356, San Francisco, CA",37765474,-122424915,0.853,False,1.0,1.0,897.0,sqft,,,1983.0,2015,11,13,<built-in method weekday of Timestamp object at 0x10996cb50>
365,15143562,"348 Church St APT 104, San Francisco, CA",37765370,-122429115,1.32,False,2.0,2.0,1197.0,sqft,,,1995.0,2015,12,24,<built-in method weekday of Timestamp object at 0x10996cad0>
366,15143661,"2253-2255 15TH St, San Francisco, CA",37765546,-122434375,2.3,False,,2.0,2088.0,sqft,4312.0,sqft,1905.0,2015,11,19,<built-in method weekday of Timestamp object at 0x10996ca50>
367,15143800,"30 Abbey St, San Francisco, CA",37763451,-122427635,1.18,False,3.0,2.0,1115.0,sqft,,,1900.0,2015,12,8,<built-in method weekday of Timestamp object at 0x10996c9d0>
368,15143887,"3065-3069 16TH St, San Francisco, CA",37764699,-122420993,2.1,False,,4.0,5325.0,sqft,2896.0,sqft,1909.0,2015,12,31,<built-in method weekday of Timestamp object at 0x10996c950>
369,15143913,"550 S Van Ness Ave APT 102, San Francisco, CA",37764353,-122417854,0.397,False,1.0,1.0,718.0,sqft,,,1992.0,2015,11,30,<built-in method weekday of Timestamp object at 0x10996c8d0>
370,15143976,"648-652 S Van Ness Ave, San Francisco, CA",37762704,-122417605,1.49,False,2.0,1.0,4275.0,sqft,3062.0,sqft,1911.0,2015,12,10,<built-in method weekday of Timestamp object at 0x10996c850>
371,15144087,"29 Dorland St, San Francisco, CA",37762093,-122424584,4.8,False,4.0,3.5,3455.0,sqft,2613.0,sqft,1907.0,2015,12,10,<built-in method weekday of Timestamp object at 0x10996c7d0>
372,15144135,"3657-3661 17TH St, San Francisco, CA",37762719,-122427562,1.38,False,,4.0,5720.0,sqft,2495.0,sqft,1907.0,2015,11,30,<built-in method weekday of Timestamp object at 0x10996c750>
373,15144348,"4024-4026 18TH St, San Francisco, CA",37761209,-122433429,1.6,False,2.0,,2148.0,sqft,2500.0,sqft,1900.0,2015,11,24,<built-in method weekday of Timestamp object at 0x10996c6d0>
374,15144522,"155 Hancock St APT 1, San Francisco, CA",37760034,-122431770,0.957,False,1.0,1.0,712.0,sqft,,,1979.0,2015,12,11,<built-in method weekday of Timestamp object at 0x10996c650>
375,15144527,"155 Hancock St APT 6, San Francisco, CA",37760035,-122431771,0.957,False,1.0,1.0,712.0,sqft,,,1979.0,2015,12,11,<built-in method weekday of Timestamp object at 0x10996c5d0>
376,15144738,"3452-3456 19TH St, San Francisco, CA",37760364,-122420463,0.0951,False,,3.0,3081.0,sqft,2125.0,sqft,1907.0,2015,12,14,<built-in method weekday of Timestamp object at 0x10996c550>
377,15145020,"3928 20th St, San Francisco, CA",37758289,-122428794,4.8,False,4.0,4.0,3500.0,sqft,2848.0,sqft,1913.0,2015,12,16,<built-in method weekday of Timestamp object at 0x10996c4d0>
378,15145308,"4121-4123 20TH St, San Francisco, CA",37757539,-122433070,2.07,False,4.0,2.0,2100.0,sqft,2848.0,sqft,1900.0,2015,11,25,<built-in method weekday of Timestamp object at 0x10996c450>
379,15145355,"429 Liberty St, San Francisco, CA",37756871,-122430875,2.65,False,2.0,2.0,1990.0,sqft,3049.0,sqft,1907.0,2015,11,17,<built-in method weekday of Timestamp object at 0x10996c3d0>
380,15145720,"956 S Van Ness Ave, San Francisco, CA",37757832,-122417139,2.67,False,4.0,4.0,3500.0,sqft,4165.0,sqft,1872.0,2015,11,23,<built-in method weekday of Timestamp object at 0x10996c350>
381,15145732,"507 Capp St, San Francisco, CA",37758302,-122417615,4.1,False,4.0,2.5,2262.0,sqft,4800.0,sqft,1900.0,2015,11,13,<built-in method weekday of Timestamp object at 0x10996c2d0>
382,15146014,"62-64 Fair Oaks St, San Francisco, CA",37755706,-122424652,1.02,False,,2.0,1816.0,sqft,2583.0,sqft,1900.0,2015,12,18,<built-in method weekday of Timestamp object at 0x10996c250>
383,15146149,"849 Sanchez St, San Francisco, CA",37755720,-122429819,4.1,False,3.0,3.5,2935.0,sqft,2212.0,sqft,1938.0,2015,11,13,<built-in method weekday of Timestamp object at 0x10996c1d0>
384,15146224,"419 Hill St, San Francisco, CA",37755283,-122430545,2.5,False,3.0,2.0,2000.0,sqft,2848.0,sqft,1908.0,2015,12,18,<built-in method weekday of Timestamp object at 0x10996c150>
385,15146597,"3615 22nd St, San Francisco, CA",37754704,-122428164,1.48,False,3.0,2.5,1519.0,sqft,,,1911.0,2015,11,17,<built-in method weekday of Timestamp object at 0x10996c0d0>
386,15146666,"979 Dolores St, San Francisco, CA",37753745,-122424926,1.88,False,3.0,2.0,1405.0,sqft,,,1907.0,2015,11,12,<built-in method weekday of Timestamp object at 0x10996c050>
